,Nenjiang,Qiqihar,Jiamusi,Harbin,Mudanjiang,Changchun,Kaiyuan,Shenyang,Chaoyang,Dandong,Dalian,Hailar,Xilinhot,Chifeng,Doron,Bailingmiao,Hohhot,Shanbazhen,Etuoke,Datong,Taiyuan,Linyi,Changzhi,Beijing,Tianjin,Tangshan,Baoding,Zhangzhou,Shijiazhuang,Handan,Anyang,Luoyang,Zhengzhou,Nanyang,Xinyang,Dezhou,Laiyang,Jinan,Linyi,Heze,Xuzhou,Yangzhou,Nanjing,Suzhou,Shanghai,Fuyang,Bengbu,Hefei,Anqing,Tunxi,Hangzhou,Ningbo,Jinhua,Wenzhou,Jiujiang,Nanchang,Shangrao,Ji&#39;an,Ganzhou,Jianyang,Fuzhou,Yongan,Zhangzhou,Taipei,Tainan,Yun County,Yichang,Gangneung,Wuhan,Yueyang,Fuling,Changsha,Shaoyang,Zhangzhou,Shaoguan,Shantou,Guangzhou,Zhanjiang,Haikou,Guilin,Liuzhou,Baise,Zhangzhou,Nanning,Altay,Yining,Urumqi,Hami,Kashgar,Xining,Golmud,Zhangye,Lanzhou,Pingliang,Tianshui,Yinchuan,Yulin,Yan&#39;an,Xi&#39;an,Hanzhong,Ankang,Guangyuan,Wanxian,Chengdu,Kangding,Chongqing,Xichang,Tongren,Bijie,Guiyang,Xingren,Zhaotong,Dali,Tengchong,Kunming,Simao,Heihe,Changdu,Lhasa,Palizhen
1745,,,,2.0,,,,,,,,,,,,,4.0,,,5.0,4,1.0,3.0,5.0,4,4,4,3.0,5,4,4.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,3,2,2,2,3,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,,5.0,3.0,4.0,,2.0,3.0,2,1.0,2,4.0,3.0,6.0,,3.0,4.0,,4.0,5.0,,5.0,3.0,,3.0,3.0,,,,,,3.0,,,2.0,2.0,1.0,2.0,2,2,1,2,2.0,,,,,,,5.0,4.0,4.0,2.0,,2.0,,1.0,,,,,
1746,,,,2.0,,,2.0,1.0,1.0,2.0,1.0,,5.0,,,4.0,4.0,,,4.0,4,4.0,4.0,4.0,3,2,3,4.0,4,3,2.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3,1,1,2,2,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,,,3.0,3.0,,,2.0,3,3.0,3,4.0,2.0,4.0,1.0,1.0,2.0,2,2.0,,4.0,2.0,2.0,,2.0,3.0,,,,,,3.0,,,3.0,3.0,3.0,2.0,4,4,4,3,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,,2.0,,3.0,,,,,
1747,,,,3.0,,,4.0,,4.0,4.0,4.0,,4.0,4.0,,,4.0,,,4.0,4,4.0,4.0,4.0,2,3,3,2.0,4,2,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2,2,2,3,3,1.0,2.0,1.0,4.0,3.0,5.0,5.0,1.0,3.0,4.0,,4.0,4.0,5.0,4.0,4.0,2.0,3,3.0,3,3.0,3.0,3.0,3.0,2.0,2.0,,2.0,,4.0,4.0,3.0,3.0,3.0,3.0,,,,,,4.0,,,5.0,2.0,3.0,5.0,4,4,5,2,2.0,,,2.0,,3.0,,3.0,3.0,,,,2.0,,5.0,,,,,
1748,,,,2.0,,,4.0,4.0,4.0,,,,,,,,3.0,,,5.0,3,5.0,5.0,5.0,3,2,3,3.0,3,4,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,4,2,4,4,3,1.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,4,2.0,3,1.0,2.0,2.0,2.0,4.0,,4,4.0,,,3.0,2.0,3.0,3.0,4.0,,,,,,3.0,,,3.0,,2.0,4.0,4,4,5,3,3.0,,3.0,,,,,3.0,3.0,,,,,,2.0,,,,,
1749,,,,2.0,,,,,,,,,,,,,4.0,,,1.0,1,2.0,2.0,4.0,3,3,3,2.0,2,2,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,,4.0,3,2,2,2,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,2,1.0,3,2.0,2.0,,22.0,3.0,,2,,,1.0,2.0,3.0,3.0,3.0,3.0,,,,,,3.0,,,3.0,,3.0,4.0,1,1,1,3,3.0,3.0,3.0,,,,,,1.0,,,,,,3.0,,,,,
1750,,,,2.0,,1.0,1.0,,2.0,,,,,,,,5.0,,,4.0,2,3.0,3.0,3.0,1,2,1,2.0,2,4,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,,3.0,3,1,2,1,2,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3,4.0,3,3.0,2.0,3.0,2.0,2.0,,,,,4.0,4.0,5.0,3.0,3.0,3.0,,,,,,3.0,,,2.0,,3.0,4.0,4,4,4,2,4.0,2.0,,,,,,,2.0,,,,,,3.0,,,,,
1751,,,,,,2.0,,,,,,,,,,,3.0,,,3.0,3,1.0,1.0,3.0,2,2,3,2.0,2,2,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,,2.0,3,3,3,3,4,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,,3.0,3.0,3,4.0,3,4.0,3.0,4.0,,1.0,4.0,4,4.0,2.0,4.0,5.0,4.0,3.0,4.0,3.0,,,,,,3.0,,4.0,3.0,,2.0,2.0,1,1,1,2,2.0,,3.0,,,,,,3.0,,,,,,2.0,,,,,
1752,,,,,,,,,,,,,,,,,3.0,,,2.0,3,4.0,4.0,4.0,3,3,4,3.0,3,3,3.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,,3.0,3,4,4,3,2,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,,2.0,3.0,1.0,,4.0,5.0,4,4.0,3,5.0,3.0,3.0,3.0,3.0,,,2.0,,4.0,4.0,,3.0,2.0,3.0,,,,,,3.0,,2.0,2.0,,,3.0,2,2,5,5,5.0,,,,,,,,3.0,,,,,,3.0,,,,,
1753,,,,,,,,,,,,,,,,,3.0,,,5.0,3,1.0,2.0,5.0,3,3,4,3.0,4,4,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,,4.0,4,2,1,2,2,5.0,4.0,4.0,4.0,5.0,2.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,,3.0,3,3.0,3,3.0,4.0,,,3.0,,2,4.0,2.0,2.0,3.0,,3.0,3.0,4.0,,,,,,3.0,,2.0,2.0,2.0,,2.0,2,1,1,3,3.0,,,,,,,,3.0,3.0,,1.0,,,3.0,,,,,
1754,,,,2.0,,,2.0,2.0,2.0,,,,,,,,4.0,,,3.0,1,3.0,2.0,3.0,2,2,3,3.0,2,3,3.0,3.0,2.0,,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,3,1,2,2,2,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,,2.0,,1.0,2.0,2.0,3.0,4,4.0,3,3.0,3.0,3.0,3.0,3.0,,4,4.0,2.0,4.0,2.0,,3.0,3.0,3.0,,,,,,3.0,,3.0,3.0,3.0,,3.0,3,3,3,3,3.0,,,2.0,,,,,2.0,,,,,,3.0,,,,,
1755,,,,3.0,,,2.0,2.0,2.0,,,,,,,,2.0,,,3.0,3,2.0,2.0,5.0,3,3,3,2.0,3,4,2.0,1.0,2.0,,2.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2,1,1,1,1,2.0,2.0,2.0,3.0,,2.0,2.0,3.0,,3.0,2.0,3.0,,3.0,,3.0,3.0,3,1.0,2,,3.0,2.0,3.0,3.0,4.0,4,2.0,,2.0,3.0,3.0,3.0,4.0,3.0,,,,,,3.0,,3.0,3.0,2.0,,2.0,4,3,1,2,2.0,,,,,,,3.0,,,3.0,,,,5.0,,,,,
1756,,,,2.0,,,,,,,,,,,,,4.0,,,2.0,1,1.0,2.0,4.0,3,3,3,2.0,3,3,3.0,3.0,2.0,,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,4.0,4,3,2,4,4,4.0,2.0,3.0,5.0,,2.0,,3.0,,2.0,,4.0,4.0,4.0,,,2.0,3,2.0,3,3.0,3.0,3.0,2.0,1.0,,4,2.0,,,3.0,3.0,3.0,3.0,3.0,,,,,,3.0,,4.0,3.0,1.0,,2.0,2,2,1,2,2.0,4.0,4.0,,,4.0,,3.0,,,3.0,,,,,2.0,,,,
1757,,,,4.0,,,,,,,,,,,,,3.0,,,1.0,1,2.0,1.0,4.0,2,4,3,2.0,2,1,1.0,3.0,1.0,,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,3,2,1,2,3,3.0,,3.0,,,3.0,,3.0,,3.0,,4.0,2.0,5.0,,3.0,3.0,3,3.0,2,2.0,3.0,3.0,3.0,3.0,,,,2.0,,,3.0,,4.0,4.0,,,,,,3.0,,2.0,3.0,3.0,,4.0,2,2,1,3,3.0,,,3.0,,,,3.0,,,,,,,,,,,,
1758,,,,,,,,,,,,,,,,,4.0,,,4.0,1,2.0,1.0,5.0,4,3,3,2.0,4,1,3.0,4.0,4.0,,2.0,4.0,3.0,4.0,4.0,1.0,4.0,3.0,,3.0,2,3,3,2,3,3.0,,2.0,,,3.0,,3.0,,3.0,,4.0,,5.0,,5.0,3.0,3,3.0,3,3.0,3.0,3.0,,3.0,4.0,4,4.0,4.0,,,3.0,,3.0,,,,,,,3.0,,2.0,5.0,2.0,,5.0,4,4,3,3,3.0,,,,,,,,,,,,2.0,,,,,,,
1759,,,,,,3.0,5.0,5.0,5.0,,,,,,,,4.0,,,5.0,5,5.0,5.0,4.0,4,4,4,2.0,2,2,3.0,3.0,3.0,,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,,2.0,2,3,3,2,1,4.0,,3.0,,,4.0,,2.0,,3.0,3.0,2.0,3.0,,2.0,2.0,3.0,4,4.0,3,4.0,3.0,3.0,3.0,3.0,,2,,,,,3.0,,3.0,,,,,,,5.0,,4.0,5.0,5.0,5.0,5.0,5,5,4,4,4.0,,,,,,,,,,,,,,,,,,,
1760,,,,,,,5.0,5.0,,,,,,,,,,,,4.0,4,3.0,,4.0,3,3,3,3.0,4,3,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,,3.0,3,2,2,2,3,3.0,,3.0,,,4.0,,4.0,4.0,3.0,3.0,,,2.0,,3.0,3.0,3,3.0,3,3.0,3.0,4.0,4.0,4.0,4.0,5,,,,,3.0,,3.0,,,,,,,3.0,,3.0,3.0,3.0,,3.0,3,3,3,2,2.0,,,,,,,,,,,,,,,,,,,
1761,,,,,,,,,,,,,,,,,1.0,,,1.0,1,1.0,1.0,2.0,1,3,2,1.0,1,1,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,,2.0,2,2,2,3,3,3.0,2.0,3.0,,,3.0,,3.0,2.0,2.0,1.0,,,,,,3.0,3,2.0,3,3.0,3.0,,3.0,2.0,,2,,,,3.0,3.0,,3.0,,,3.0,,4.0,,3.0,,2.0,3.0,2.0,,3.0,1,2,1,2,2.0,,,,,2.0,,,,,,,,,,,,,,
1762,,,,,,,,,,,,,,,,,3.0,,,3.0,4,4.0,3.0,2.0,1,2,2,2.0,2,1,3.0,,4.0,,2.0,1.0,1.0,2.0,2.0,2.0,,3.0,,1.0,2,2,2,3,3,3.0,2.0,3.0,1.0,,3.0,,2.0,3.0,3.0,,3.0,,,3.0,,3.0,3,3.0,3,3.0,3.0,3.0,3.0,,,,,,,3.0,3.0,4.0,3.0,,,2.0,,,,3.0,,3.0,3.0,4.0,,3.0,4,4,5,3,4.0,,,,,,,,,,,,,,,3.0,,,,
1763,,,,4.0,,,,,,,,,,,,,4.0,,,4.0,3,3.0,3.0,5.0,3,3,3,2.0,4,3,2.0,,3.0,,3.0,3.0,3.0,3.0,3.0,1.0,,3.0,2.0,3.0,3,2,3,3,3,3.0,,3.0,,1.0,2.0,,3.0,3.0,3.0,,3.0,,4.0,,2.0,,2,3.0,3,3.0,3.0,,3.0,3.0,,,4.0,,,3.0,2.0,3.0,3.0,,,,,,,3.0,,3.0,4.0,2.0,,3.0,4,4,2,3,3.0,,,,,2.0,,,,,3.0,,,,,,,,,
1764,,,,3.0,,,4.0,,4.0,,,,,,,,5.0,,,4.0,3,3.0,3.0,2.0,4,3,4,5.0,2,4,,,3.0,,3.0,4.0,3.0,3.0,3.0,3.0,,2.0,,3.0,3,3,2,1,1,3.0,,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,,,,2,2.0,1,2.0,3.0,2.0,2.0,3.0,1.0,4,1.0,,4.0,1.0,3.0,3.0,1.0,,,,,,,4.0,,2.0,5.0,2.0,,3.0,4,4,3,4,4.0,,,3.0,,,,,,,3.0,,,5.0,,,,,,
1765,,,,2.0,,1.0,2.0,2.0,,,,,,,,,4.0,,,4.0,4,5.0,4.0,4.0,3,2,3,3.0,3,3,,,3.0,,4.0,1.0,2.0,2.0,2.0,4.0,,3.0,,5.0,5,3,3,3,2,4.0,,3.0,,,3.0,3.0,2.0,2.0,3.0,2.0,,2.0,4.0,,2.0,,3,3.0,3,3.0,1.0,2.0,2.0,3.0,,2,2.0,,4.0,2.0,2.0,2.0,2.0,,,,,4.0,,3.0,,3.0,4.0,4.0,,3.0,4,4,4,3,3.0,,,,,,,,3.0,,3.0,3.0,,,,,,,,
1766,,,,4.0,,,4.0,4.0,4.0,,3.0,,,,,,3.0,,,,3,3.0,3.0,4.0,3,3,3,2.0,3,3,,,4.0,,3.0,1.0,5.0,1.0,2.0,1.0,3.0,2.0,,2.0,3,3,2,2,1,2.0,,3.0,,,2.0,3.0,2.0,3.0,3.0,3.0,,3.0,,,3.0,,3,3.0,3,2.0,1.0,2.0,,3.0,,4,,,,3.0,,,3.0,3.0,,4.0,,,,,,3.0,2.0,,,3.0,3,3,3,3,3.0,,,,,,,,,,3.0,3.0,,,,,,,,
1767,,,,3.0,,,,2.0,2.0,,,,,,,,3.0,,,,1,2.0,2.0,3.0,3,3,3,3.0,3,2,,,3.0,,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3,2,2,3,2,3.0,,3.0,,,2.0,2.0,2.0,2.0,3.0,2.0,5.0,3.0,,,,2.0,2,1.0,1,2.0,,3.0,3.0,3.0,,,,,,3.0,,,2.0,4.0,,,,,,,,3.0,2.0,3.0,,2.0,2,2,3,3,3.0,,2.0,,,,,,,,3.0,3.0,,,,2.0,,,,
1768,,,,3.0,,,2.0,2.0,,,,,,,,,3.0,,,,1,3.0,4.0,3.0,2,2,2,2.0,1,2,2.0,,4.0,,5.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,,5.0,4,2,5,4,4,4.0,,3.0,2.0,,2.0,3.0,2.0,4.0,3.0,,2.0,,,2.0,,4.0,4,5.0,3,2.0,,,4.0,3.0,4.0,,4.0,,,3.0,,,2.0,3.0,,,,,,,,1.0,2.0,3.0,,4.0,3,3,3,3,3.0,2.0,,2.0,,,,5.0,,5.0,3.0,3.0,2.0,,,3.0,,,,
1769,,,,2.0,,,,,,,,,,,,,5.0,,,,5,3.0,4.0,4.0,3,3,4,4.0,3,4,3.0,,4.0,,,3.0,3.0,2.0,3.0,3.0,4.0,3.0,,1.0,2,3,3,2,2,2.0,,3.0,3.0,,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,,,,3.0,2,1.0,1,1.0,3.0,,2.0,2.0,2.0,1,1.0,,4.0,2.0,,,2.0,3.0,,,,,,,,3.0,4.0,3.0,4.0,3.0,4,3,3,3,3.0,,,,,3.0,,5.0,,,2.0,,3.0,,2.0,2.0,,,,
1770,,,,2.0,,,,,,,,,,,,,4.0,,,4.0,3,3.0,2.0,2.0,2,3,2,2.0,4,2,3.0,,4.0,,,1.0,3.0,2.0,3.0,3.0,3.0,4.0,,3.0,2,4,4,3,2,3.0,,2.0,4.0,,2.0,,3.0,4.0,3.0,,2.0,3.0,2.0,,,2.0,3,3.0,3,3.0,3.0,4.0,4.0,3.0,2.0,1,2.0,,4.0,3.0,,,,3.0,,,,,,4.0,,3.0,5.0,3.0,,3.0,4,4,4,1,1.0,2.0,,,,,,3.0,3.0,4.0,4.0,,1.0,2.0,,3.0,,,,
1771,,,,3.0,,,,,,,,,,,,,5.0,,,4.0,3,3.0,1.0,2.0,2,2,2,2.0,3,2,2.0,,2.0,,,1.0,2.0,1.0,1.0,1.0,3.0,3.0,,2.0,2,3,4,3,3,,,2.0,3.0,5.0,5.0,,3.0,2.0,3.0,,3.0,2.0,,,,4.0,3,3.0,3,3.0,,2.0,,,,4,,1.0,1.0,2.0,2.0,,,1.0,,,,,,3.0,,2.0,2.0,2.0,5.0,3.0,4,3,2,2,2.0,3.0,,,,,,3.0,3.0,3.0,3.0,,,,,3.0,,,,
1772,,,,3.0,,,,,,,,,,,,,3.0,,,3.0,4,4.0,3.0,3.0,3,3,3,3.0,2,4,3.0,,3.0,,,2.0,4.0,2.0,3.0,3.0,,3.0,,3.0,3,3,3,2,3,,,3.0,3.0,2.0,3.0,,2.0,3.0,4.0,,2.0,,2.0,2.0,,3.0,3,3.0,3,3.0,,3.0,,3.0,,2,,,2.0,3.0,2.0,,,2.0,,,,3.0,,3.0,,3.0,4.0,,3.0,2.0,3,3,3,3,3.0,,,,,,,3.0,3.0,3.0,3.0,,,,,2.0,,,,
1773,,,,3.0,,,,,,,,,,,,,1.0,,,2.0,2,3.0,3.0,3.0,3,3,4,4.0,3,4,,,3.0,,4.0,3.0,1.0,4.0,3.0,3.0,,3.0,,1.0,3,2,1,2,2,,,3.0,1.0,,3.0,,3.0,3.0,2.0,3.0,1.0,2.0,3.0,,2.0,2.0,3,3.0,3,,,3.0,3.0,,2.0,,1.0,1.0,4.0,2.0,3.0,,,2.0,,,,,,4.0,,3.0,5.0,,3.0,2.0,3,2,3,3,3.0,,3.0,4.0,,2.0,,3.0,3.0,3.0,3.0,1.0,,,,,,,,
1774,,,,3.0,,,2.0,,,,,,,,,,2.0,,,2.0,2,3.0,3.0,4.0,4,3,4,5.0,4,3,,,3.0,,5.0,4.0,4.0,5.0,4.0,3.0,,5.0,,4.0,3,3,4,4,2,,,4.0,3.0,,3.0,,3.0,2.0,2.0,,2.0,2.0,4.0,,,4.0,4,4.0,3,3.0,,3.0,3.0,3.0,,4,,,,3.0,3.0,,,3.0,,,,2.0,,3.0,,3.0,3.0,,4.0,2.0,2,2,2,3,3.0,,,3.0,,,,3.0,3.0,3.0,3.0,,,,2.0,,,,,
1775,,,,,,,3.0,3.0,3.0,,,,,,,,3.0,,,2.0,1,1.0,2.0,2.0,3,3,2,3.0,4,2,,,2.0,,2.0,4.0,5.0,4.0,3.0,3.0,,5.0,,4.0,3,4,4,4,4,5.0,,3.0,3.0,,4.0,,1.0,3.0,3.0,,3.0,,,,,4.0,3,3.0,4,3.0,3.0,,3.0,3.0,2.0,,2.0,,2.0,3.0,3.0,2.0,,2.0,,,,,,3.0,,2.0,3.0,,,2.0,2,2,2,2,2.0,,,,,3.0,,3.0,3.0,2.0,3.0,,2.0,3.0,3.0,,,,,
1776,,,,,,,3.0,3.0,3.0,3.0,3.0,,,,,,3.0,,,3.0,2,3.0,2.0,2.0,3,3,3,3.0,4,4,,,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3,2,1,1,2,2.0,,3.0,3.0,,2.0,,4.0,2.0,2.0,3.0,,2.0,1.0,2.0,,3.0,3,4.0,3,3.0,3.0,,,2.0,2.0,,,,,3.0,3.0,3.0,3.0,4.0,,,,,,3.0,,3.0,3.0,,,4.0,3,3,4,3,3.0,,2.0,2.0,1.0,2.0,,2.0,2.0,2.0,2.0,,3.0,,3.0,,,,,
1777,,,,,,,3.0,3.0,3.0,,,,,,,,4.0,,,1.0,1,3.0,3.0,3.0,3,4,3,3.0,3,4,,4.0,4.0,,4.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,,2.0,1,3,3,3,5,4.0,,3.0,3.0,,1.0,,2.0,2.0,2.0,,,,,,,4.0,4,4.0,3,3.0,,,3.0,3.0,4.0,4,4.0,4.0,,4.0,4.0,4.0,3.0,5.0,,,,,,3.0,,4.0,4.0,,,3.0,4,4,4,3,3.0,,1.0,,,,,3.0,,4.0,,,2.0,,2.0,2.0,,,,
1778,,,,,,,3.0,3.0,3.0,,,,,,,,2.0,,,2.0,3,3.0,5.0,2.0,4,3,5,4.0,4,3,5.0,5.0,5.0,,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,,3.0,4,2,2,4,4,4.0,,4.0,4.0,,4.0,,3.0,2.0,3.0,4.0,4.0,,,,,4.0,5,5.0,5,5.0,5.0,5.0,5.0,4.0,4.0,,4.0,,4.0,4.0,4.0,4.0,4.0,3.0,,,,,,3.0,,3.0,4.0,,,4.0,4,4,4,3,2.0,5.0,5.0,,,5.0,,,,5.0,,,,,3.0,3.0,,,,
1779,,,,,,,3.0,3.0,3.0,,,,,,,,3.0,,,3.0,3,2.0,2.0,2.0,2,3,2,2.0,3,2,2.0,3.0,2.0,,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,,3.0,3,2,2,2,5,3.0,,5.0,3.0,,5.0,,3.0,3.0,3.0,,2.0,,,,,2.0,1,2.0,5,3.0,5.0,2.0,3.0,3.0,2.0,4,2.0,,,3.0,3.0,3.0,3.0,3.0,,,,,,4.0,,5.0,3.0,,5.0,5.0,3,3,3,2,1.0,2.0,5.0,2.0,,2.0,,,,5.0,,,,,,3.0,,,,
1780,,,,,,,3.0,3.0,3.0,,,,,,,,4.0,,,2.0,2,4.0,3.0,1.0,2,2,2,2.0,2,3,3.0,3.0,3.0,,3.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,,3.0,3,2,2,3,3,3.0,,4.0,1.0,,3.0,,3.0,3.0,2.0,,5.0,2.0,2.0,,3.0,3.0,,2.0,3,3.0,3.0,3.0,2.0,3.0,,2,2.0,,,3.0,3.0,3.0,,3.0,,,,,,3.0,,3.0,5.0,,4.0,2.0,3,3,3,3,3.0,1.0,,1.0,,,,,,3.0,,,,,,3.0,,,,
1781,,,,,,,2.0,2.0,2.0,,,,,,,,3.0,,,2.0,2,2.0,2.0,1.0,2,2,3,2.0,2,3,3.0,3.0,3.0,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,4,1,1,2,5,4.0,,2.0,4.0,,5.0,4.0,5.0,2.0,3.0,4.0,4.0,,4.0,,,2.0,,2.0,3,3.0,3.0,3.0,3.0,3.0,4.0,2,4.0,2.0,2.0,3.0,3.0,3.0,,2.0,,,,,,2.0,,2.0,4.0,,,2.0,2,2,2,3,2.0,1.0,,2.0,,,,,,3.0,,,,,,5.0,,,,
1782,,,,,,,2.0,2.0,2.0,,,,,,,,3.0,,,3.0,1,2.0,1.0,3.0,4,3,3,4.0,3,3,4.0,3.0,2.0,,2.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,,3.0,3,1,4,3,3,3.0,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,1.0,2.0,,2.0,2.0,3.0,,2.0,1,3.0,,3.0,3.0,3.0,4.0,2,,,,3.0,3.0,3.0,,3.0,,,,,,,,3.0,3.0,2.0,,3.0,4,4,3,3,3.0,1.0,,,1.0,,,4.0,3.0,3.0,,2.0,2.0,,,,,,,
1783,,,,,,,3.0,3.0,3.0,,,,,,,,5.0,,,3.0,3,3.0,3.0,3.0,3,2,3,4.0,2,4,3.0,3.0,4.0,,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,,3.0,3,3,3,3,2,2.0,,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,4.0,,3.0,2,3.0,,,2.0,,2.0,,2.0,2.0,2.0,3.0,3.0,3.0,,3.0,,,,,,,,3.0,3.0,1.0,,3.0,4,4,3,3,3.0,3.0,,,,,,,,2.0,,,,,,,,,,
1784,,,,,,,4.0,4.0,4.0,,,,,,,,3.0,,,5.0,5,4.0,4.0,2.0,4,3,3,3.0,4,4,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,2,5,5,4,3,2.0,,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,2.0,2.0,2.0,4.0,3,3.0,3,,,3.0,3.0,2.0,2.0,,2.0,,,3.0,2.0,3.0,2.0,2.0,,,,,,,,3.0,3.0,,,3.0,4,4,4,4,4.0,3.0,,,,,,,,3.0,,1.0,,3.0,,,,,,
1785,,,,,,,5.0,4.0,5.0,,,,,,,,4.0,,,1.0,2,5.0,5.0,1.0,4,4,3,4.0,2,4,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5.0,,3.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,,2.0,3.0,3.0,,,5.0,4,5.0,5,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,,,3.0,3.0,3.0,3.0,3.0,,,,,,,,3.0,3.0,,,2.0,1,4,4,4,4.0,2.0,,,,,,,,3.0,,,,,,,,,,
1786,,,,,,,3.0,3.0,4.0,,,,,,,,3.0,,,1.0,3,4.0,4.0,2.0,3,3,3,4.0,2,4,5.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,2,3,2,2,2,1.0,,3.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,,,,3.0,3,4.0,4,2.0,1.0,4.0,5.0,4.0,5.0,5,5.0,4.0,,4.0,4.0,4.0,4.0,4.0,,,,,,4.0,,,5.0,,,3.0,3,3,2,3,3.0,,,,,2.0,2.0,,,2.0,,,2.0,,2.0,,,,,
1787,,,,,,,5.0,5.0,2.0,,,,5.0,,,,5.0,,,5.0,2,2.0,2.0,4.0,3,2,4,4.0,3,4,3.0,3.0,3.0,2.0,,5.0,4.0,4.0,3.0,5.0,4.0,2.0,2.0,3.0,2,2,2,2,3,3.0,,3.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,,,,4.0,1.0,,3.0,3,4.0,3,3.0,3.0,2.0,,4.0,5.0,5,5.0,4.0,,4.0,2.0,3.0,4.0,4.0,,2.0,,,,4.0,,,4.0,,,4.0,3,2,1,2,1.0,,,3.0,,,,,3.0,3.0,,3.0,1.0,,,,,,,
1788,,,,2.0,,2.0,1.0,2.0,2.0,,,,4.0,,,4.0,4.0,,,4.0,3,3.0,4.0,2.0,3,2,4,3.0,3,4,2.0,4.0,3.0,3.0,,6.0,2.0,5.0,2.0,3.0,3.0,3.0,,2.0,3,3,3,2,2,1.0,,3.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,4.0,2.0,,2.0,1,1.0,1,1.0,2.0,3.0,3.0,3.0,4.0,2,4.0,,4.0,4.0,3.0,3.0,4.0,3.0,,,,,,,,,3.0,,,4.0,5,5,4,3,3.0,2.0,1.0,2.0,,1.0,,,3.0,3.0,,,,3.0,,,,,,
